Bib Key,Title,Abstract,Not in English,Not a scientific paper,Not peer-reviewed,No scalable stream processing,No real-world scenario performance benchmarking and insights,Optimizations,R1,R2,Final decision,Comments,Authors,Year,Publisher,Doi,Source
Fu2020,ImRP: A Predictive Partition Method for Data Skew Alleviation in Spark Streaming Environment,"Spark Streaming is an extension of the core Spark engine that enables scalable, high-throughput, fault-tolerant stream processing of live data streams. It treats stream as a series of deterministic batches and handles them as regular jobs. However, for a stream job responsible for a batch, data skew (i.e., the imbalance in the amount of data allocated to each reduce task), can degrade the job performance significantly because of load imbalance. In this paper, we propose an improved range partitioner (ImRP) to alleviate the reduce skew for stream jobs in Spark Streaming. Unlike previous work, ImRP does not require any pre-run sampling of input data and generates the data partition scheme based on the intermediate data distribution estimated by the previous batch processing, in which a prediction model EWMA (Exponentially Weighted Moving Average) is adopted. To lighten the data skew, ImRP presents a novel method of calculating the partition borders optimally, and a mechanism of splitting the border key clusters when the semantics of shuffle operators permit. Besides, ImRP considers the integrated partition size and heterogeneity of computing environments when balancing the load among reduce tasks appropriately. We implement ImRP in Spark-3.0 and evaluate its performance on four representative benchmarks: wordCount, sort, pageRank, and LDA. The results show that by mitigating the data skew, ImRP can decrease the execution time of stream jobs substantially compared with some other partition strategies, especially when the skew degree of input batch is serious. © 2020",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Fu, Z. and Tang, Z. and Yang, L. and Li, K. and Li, K.",2020,Parallel Computing,10.1016/j.parco.2020.102699,scopus-search1.bib;web-of-science-search1.bib
Khudabukhsh20202594,Generalized Cost-Based Job Scheduling in Very Large Heterogeneous Cluster Systems,"We study job assignment in large, heterogeneous resource-sharing clusters of servers with finite buffers. This load balancing problem arises naturally in today's communication and big data systems, such as Amazon Web Services, Network Service Function Chains, and Stream Processing. Arriving jobs are dispatched to a server, following a load balancing policy that optimizes a performance criterion such as job completion time. Our contribution is a randomized Cost-Based Scheduling (CBS) policy in which the job assignment is driven by general cost functions of the server queue lengths. Beyond existing schemes, such as the Join the Shortest Queue (JSQ), the power of dd or the SQ(dd) and the capacity-weighted JSQ, the notion of CBS yields new application-specific policies such as hybrid locally uniform JSQ. As today's data center clusters have thousands of servers, exact analysis of CBS policies is tedious. In this article, we derive a scaling limit when the number of servers grows large, facilitating a comparison of various CBS policies with respect to their transient as well as steady state behavior. A byproduct of our derivations is the relationship between the queue filling proportions and the server buffer sizes, which cannot be obtained from infinite buffer models. Finally, we provide extensive numerical evaluations and discuss several applications including multi-stage systems. © 1990-2012 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Khudabukhsh, W.R. and Kar, S. and Alt, B. and Rizk, A. and Koeppl, H.",2020,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2020.2997771,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Venugopal202051,AIR: A light-weight yet high-performance dataflow engine based on asynchronous iterative routing,"Distributed Stream Processing Engines (DSPEs) are currently among the most emerging topics in data management, with applications ranging from real-time event monitoring to processing complex dataflow programs and big data analytics. In this paper, we describe the architecture of our AIR engine, which is designed from scratch in C++ using the Message Passing Interface (MPI), pthreads for multithreading, and is directly deployed on top of a common HPC workload manager such as SLURM. AIR implements a light-weight, dynamic sharding protocol (referred to as 'Asynchronous Iterative Routing'), which facilitates a direct and asynchronous communication among all worker nodes and thereby completely avoids any additional communication overhead with a dedicated master node. With its unique design, AIR fills the gap between the prevalent scale-out (but Java-based) architectures like Apache Spark and Flink, on one hand, and recent scale-up (and C++ based) prototypes such as StreamBox and PiCo, on the other hand. Our experiments over various benchmark settings confirm that AIR performs as good as the best scale-up SPEs on a single-node setup, while it outperforms existing scale-out DSPEs in terms of processing latency and sustainable throughput by a factor of up to 15 in a distributed setting. © 2020 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,INCLUDED,INCLUDED,,,"Venugopal, V.E. and Theobald, M. and Chaychi, S. and Tawakuli, A.",2020,Proceedings - Symposium on Computer Architecture and High Performance Computing,10.1109/SBAC-PAD49847.2020.00018,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Kesavan2020206,A Visual Analytics Framework for Reviewing Streaming Performance Data,"Understanding and tuning the performance of extreme-scale parallel computing systems demands a streaming approach due to the computational cost of applying offline algorithms to vast amounts of performance log data. Analyzing large streaming data is challenging because the rate of receiving data and limited time to comprehend data make it difficult for the analysts to sufficiently examine the data without missing important changes or patterns. To support streaming data analysis, we introduce a visual analytic framework comprising of three modules: data management, analysis, and interactive visualization. The data management module collects various computing and communication performance metrics from the monitored system using streaming data processing techniques and feeds the data to the other two modules. The analysis module automatically identifies important changes and patterns at the required latency. In particular, we introduce a set of online and progressive analysis methods for not only controlling the computational costs but also helping analysts better follow the critical aspects of the analysis results. Finally, the interactive visualization module provides the analysts with a coherent view of the changes and patterns in the continuously captured performance data. Through a multi-faceted case study on performance analysis of parallel discrete-event simulation, we demonstrate the effectiveness of our framework for identifying bottlenecks and locating outliers. © 2020 IEEE.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Kesavan, S.P. and Fujiwara, T. and Li, J.K. and Ross, C. and Mubarak, M. and Carothers, C.D. and Ross, R.B. and Ma, K.-L.",2020,IEEE Pacific Visualization Symposium,10.1109/PacificVis48177.2020.9280,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Zhang20201537,Towards concurrent stateful stream processing on multicore processors,"Recent data stream processing systems (DSPSs) can achieve excellent performance when processing large volumes of data under tight latency constraints. However, they sacrifice support for concurrent state access that eases the burden of developing stateful stream applications. Recently, some have proposed managing concurrent state access during stream processing by modeling state accesses as transactions. However, these are realized with locks involving serious contention overhead. The coarse-grained processing paradigm adopted in these proposals magnify contention issues and does not exploit modern multicore architectures to their full potential. This paper introduces TStream, a novel DSPS supporting efficient concurrent state access on multicore processors. Transactional semantics is employed like previous work, but scalability is greatly improved due to two novel designs: 1) dual-mode scheduling, which exposes more parallelism opportunities, 2) dynamic restructuring execution, which aggressively exploits the parallelism opportunities from dual-mode scheduling without centralized lock contentions. To validate our proposal, we evaluate TStream with a benchmark of four applications on a modern multicore machine. Experimental results show that 1) TStream achieves up to 4.8 times higher throughput with similar processing latency compared to the state-of-the-art and 2) unlike prior solutions, TStream is highly tolerant of varying application workloads such as key skewness and multi-partition state accesses. © 2020 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Zhang, S. and Wu, Y. and Zhang, F. and He, B.",2020,Proceedings - International Conference on Data Engineering,10.1109/ICDE48307.2020.00136,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Kahveci2020205,Joker: Elastic stream processing with organic adaptation,"This paper addresses the problem of auto-parallelization of streaming applications. We propose an online parallelization optimization algorithm that adjusts the degree of pipeline and data parallelism in a joint manner. We define an operator development API and a flexible parallel execution model to form a basis for the optimization algorithm. The operator interface unifies the development of different types of operators and makes operator properties visible in order to enable safe optimizations. The parallel execution model splits a data flow graph into regions. A region contains the longest sequence of compatible operators that are amenable to data parallelism as a whole and can be further parallelized with pipeline parallelism. We also develop a stream processing run-time, named Joker, to scale the execution of streaming applications in a safe, transparent, dynamic, and automatic manner. This ability is called organic adaptation. Joker implements the runtime machinery to execute a data flow graph with any parallelization configuration and most importantly change this configuration at run-time with low cost in the presence of partitioned stateful operators, in a way that is transparent to the application developers. Joker continuously monitors the run-time performance, and runs the optimization algorithm to resolve bottlenecks and scale the application by adjusting the degree of pipeline and data parallelism. The experimental evaluation based on micro-benchmarks and real-world applications showcase that our solution accomplishes elasticity by finding an effective parallelization configuration. (C) 2019 Elsevier Inc. All rights reserved.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Kahveci, B. and Gedik, B.",2020,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2019.10.012,scopus-search1.bib;web-of-science-search1.bib
Blamey2020335,"Apache spark streaming, kafka and harmonicio: a performance benchmark and architecture comparison for enterprise and scientific computing","Many scientific computing applications generate streams where message sizes exceed one megabyte, in contrast with smaller message sizes in enterprise contexts (order kilobytes, often XML or JSON). Furthermore, the processing cost of messages in scientific computing applications are usually an order of magnitude higher than in typical enterprise applications. Frameworks such as Apache Spark offer high throughput processing of streams with such ‘enterprise’ characteristics, as well as scalability, with high resilience and many other desirable features. Motivated by the development of near real-time image processing pipelines for roboticized microscopy, we evaluate the suitability of Apache Spark for streams more typical of scientific computing applications, those with large message sizes (up to 10 MB), and heavy per-message CPU load, under typical stream integrations. For comparison, we benchmark a P2P stream processing framework, HarmonicIO, developed in-house. Our study reveals a complex interplay of performance trade-offs, revealing the boundaries of good performance for each framework and integration over a wide domain of application loads. Based on these results, we suggest which are likely to offer good performance for a given load. Broadly, the advantages of Spark’s rich features makes its performance sensitive to message size in particular, whereas the simplicity of HarmonicIO offers more robust performance, and better CPU utilization. © Springer Nature Switzerland AG 2020.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,INCLUDED,INCLUDED,EXCLUDED,"The paper focus in a narrow scenario of roboticized microscopy, it seems very hard to extract relevant results for stream processing","Blamey, B. and Hellander, A. and Toor, S.",2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-030-49556-5_30,scopus-search1.bib
Maroulis20192624,A Holistic Energy-Efficient Real-Time Scheduler for Mixed Stream and Batch Processing Workloads,"In recent years we have experienced a wide adoption of novel distributed processing frameworks such as Apache Spark for handling batch and stream processing big data applications. An important aspect that has not been examined in these systems yet, is the energy consumption during the applications' execution. Reducing the energy consumption of modern datacenters is a necessity, as datacenters contribute over 2 percent of the total US electric usage. However, efficiently scheduling applications in distributed processing systems can be challenging as there is a trade-off between minimizing the datacenter's energy usage and satisfying the application performance requirements. In this work we propose, ExpREsS, a scheduler for orchestrating the execution of Spark applications in a way that enables us to minimize the energy consumption while ensuring that the applications' performance requirements are met. Our approach exploits time-series segmentation for capturing the applications' energy usage and execution times, and then applies a novel DVFS technique to minimize the energy consumption. In order to tackle the limited number of application's profiling runs, we exploit regression techniques to predict the applications' execution times and power consumption. Our detailed experimental evaluation using realistic workloads on our local cluster illustrates the working and benefits of our approach. © 1990-2012 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Maroulis, S. and Zacheilas, N. and Kalogeraki, V.",2019,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2019.2922606,scopus-search1.bib;web-of-science-search1.bib;ieee1-search1.bib
Hanif2019393,Benchmarking Tool for Modern Distributed Stream Processing Engines,"There is an upsurge in the usage and adaptation of streaming applications in the recent years by both industry and academia. At the core of these applications is streaming data processing engines that perform resource management and allocation in order to support continuous track of queries over distributed data streams. Several stream processing engines exists to handle these distributed streaming applications. In this paper, we present different challenges of the stream processing systems, in particular to stateful operators and implement Linear Road benchmark to examine the characteristic and performance metrics of the streaming system, in particular Apache Flink. Furthermore, we examine that Apache Flink can be used as a core for an efficient Linear Road application implementation for distributed environments without breaching the SLA requirements of the application. © 2019 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,INCLUDED,INCLUDED,EXCLUDED,Short without relevant results,"Hanif, M. and Yoon, H. and Lee, C.",2019,International Conference on Information Networking,10.1109/ICOIN.2019.8718106,scopus-search1.bib;web-of-science-search1.bib;ieee3-search1.bib
López-Gómez201924,Exploring stream parallel patterns in distributed MPI environments,"In recent years, the large volumes of stream data and the near real-time requirements of data streaming applications have exacerbated the need for new scalable algorithms and programming interfaces for distributed and shared-memory platforms. To contribute in this direction, this paper presents a new distributed MPI back end for GRPPI, a C++ high-level generic interface of data-intensive and stream processing parallel patterns. This back end, as a new execution policy, supports distributed and hybrid (distributed+shared-memory) parallel executions of the Pipeline and Farm patterns, where the hybrid mode combines the MPI policy with a GRPPI shared-memory one. These patterns internally leverage distributed queues, which can be configured to use two-sided or one-sided MPI primitives to communicate items among nodes. A detailed analysis of the GOP! MPI execution policy reports considerable benefits from the programmability, flexibility and readability points of view. The experimental evaluation of two different streaming applications with different distributed and shared-memory scenarios reports considerable performance gains with respect to the sequential versions at the expense of negligible GRPPI overheads. (C) 2019 Elsevier B.V. All rights reserved.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EXCLUDED,EXCLUDED,,,"López-Gómez, J. and FernándezMuñoz, J. and RioAstorga, D. and Dolz, M.F. and Garcia, J.D.",2019,Parallel Computing,10.1016/j.parco.2019.03.004,scopus-search1.bib;web-of-science-search1.bib
Zacheilas2019378,Scalable Distributed Top-k Join Queries in Topic-Based Pub/Sub Systems,"In this paper, we provide a novel approach that enables the execution of top-k join queries over sliding windows in a way that reduces the amount of data that need to be analyzed by the stream processing operators. The main idea is that brokers individually invoke the query on their received messages and forward the top-k results to a stream processing operator that performs the merging of the results and provides to the end-user the final top-k results. Moreover, our system exploits the Bayesian Optimization technique to determine automatically the number of top-k results that should be provided by each broker. Our approach has been developed in the Kappa architecture that exploits topic-based scalable publish/subscribe (pub/sub) systems like Apache Kafka to efficiently forward the high volume of incoming messages to distributed processing systems (i.e., Apache Spark or Apache Flink) that perform the batch and stream analytics operations. Our detailed experimental evaluation on our local cluster illustrates that we can efficiently execute top-k join queries on our system with high accuracy and low latency. © 2018 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Zacheilas, N. and Dedousis, D. and Kalogeraki, V.",2018,"Proceedings - 2018 IEEE International Conference on Big Data, Big Data 2018",10.1109/BigData.2018.8621949,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
TurrisidaCosta20193,Evaluating the Four-Way Performance Trade-Off for Stream Classification,"Machine Learning (ML) solutions need to deal efficiently with a huge amount of data available, addressing scalability concerns without sacrificing predictive performance. Moreover, this data comes in the form of a continuous and evolving stream imposing new constraints, e.g., limited memory and energy resources. In the same way, energy-aware ML algorithms are gaining relevance due to the power constraints of hardware platforms in several real-life applications, as the Internet of Things (IoT). Many algorithms have been proposed to cope with the mutable nature of data streams, with the Very Fast Decision Tree (VFDT) being one of the most widely used. An adaptation of the VFDT, called Strict VFDT (SVFDT), can significantly reduce memory usage without putting aside the predictive performance and time efficiency. However, the analysis of energy consumption regarding data stream processing of the VFDT and SVFDT is overlooked. In this work, we compare the four-way relationship between predictive performance, memory costs, time efficiency and energy consumption, tuning the hyperparameters of the algorithms to optimise the resources devoted to it. Experiments over 23 benchmark datasets revealed that the SVFDT-I is the most energy-friendly algorithm and greatly reduced memory consumption, being statistically superior to the VFDT. © 2019, Springer Nature Switzerland AG.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Costa, V.G. and Santana, E.J. and Lopes, J.F. and Barbon, Jr.",2019,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-030-19223-5_1,scopus-search1.bib;web-of-science-search1.bib
Chauvin2019,"Efficiency, economics and compliance: A practical planning tool for optimizing cuttings treatment","The expanding focus on total cost of ownership (TCO) in the oilfield is driving the application of global best practices in drilling and completion operations. Measurable benefits can result from a proactive approach to separating, treating, and handling disposal streams that accounts for both short- and long-term effects and is tailored to the specific needs of projects in the Middle East. This paper provides a versatile decision-making tool to help determine the optimal processes for a variety of conditions based on efficiency, economics, and sustainability. The most effective treatment solutions and services seek to address multiple factors, including logistics and expenses, drilling efficiency and performance, remote locations with infrastructure limitations, and strict environmental regulations. Interdependencies between the fluids, equipment, and services will also influence the selection of appropriate separation and treatment processes. A useful decision tree is based on the critical goals of waste volume reduction and maximum recovery of valuable components. Making the right choices in both of these areas will provide effective long-term results and economic benefits. This paper summarizes multiple case histories that demonstrate successful cuttings and waste stream processing, including both land and offshore operations. In some cases, a mobile or well-specific treatment system works best; others rely on a central treatment facility to serve an entire field or multirig operation. The results achieved in each case contribute to a step-by-step planning tool in matrix format that can be used to design the best set of equipment and services for each location. The matrix accounts for many factors, including rig equipment and capacities, proposed drilling and completion fluids, lithology, risk assessment, system maintenance, potential process rates and throughput, mobilization, environmental regulations, and infrastructure requirements. The decision tree presented facilitates the treatment selection process by incorporating useful benchmarks for volumes, process rates, expected base oil/fluid recovery, installation costs/requirements, scalability, longevity, and decommissioning (and/or relocation of the treatment system). It provides a practical starting point for planning an efficient, fit-for-purpose treatment configuration, scaled to match operational needs, reduce total cost of ownership, and meet or exceed existing and future standards. © Copyright 2018, Society of Petroleum Engineers.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EXCLUDED,EXCLUDED,,,"Chauvin, and E.,",2019,"Society of Petroleum Engineers - Abu Dhabi International Petroleum Exhibition and Conference 2018, ADIPEC 2018",,scopus-search1.bib
VanDongen2018247,Latency Measurement of Fine-Grained Operations in Benchmarking Distributed Stream Processing Frameworks,"This paper describes a benchmark for stream processing frameworks allowing accurate latency benchmarking of fine-grained individual stages of a processing pipeline. By determining the latency of distinct common operations in the processing flow instead of the end-to-end latency, we can form guidelines for efficient processing pipeline design. Additionally, we address the issue of defining time in distributed systems by capturing time on one machine and defining the baseline latency. We validate our benchmark for Apache Flink using a processing pipeline comprising common stream processing operations. Our results show that joins are the most time consuming operation in our processing pipeline. The latency incurred by adding a join operation is 4.5 times higher than for a parsing operation, and the latency gradually becomes more dispersed after adding additional stages. © 2018 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,INCLUDED,INCLUDED,EXCLUDED,Short paper with no significant insights,"VanDongen, G. and Steurtewagen, B. and VanDenPoel, D.",2018,"Proceedings - 2018 IEEE International Congress on Big Data, BigData Congress 2018 - Part of the 2018 IEEE World Congress on Services",10.1109/BigDataCongress.2018.00043,scopus-search1.bib;web-of-science-search1.bib;ieee3-search1.bib
Dolz201839944,Towards Automatic Parallelization of Stream Processing Applications,"Parallelizing and optimizing codes for recent multi-/many-core processors have been recognized to be a complex task. For this reason, strategies to automatically transform sequential codes into parallel and discover optimization opportunities are crucial to relieve the burden to developers. In this paper, we present a compile-time framework to (semi) automatically find parallel patterns (Pipeline and Farm) and transform sequential streaming applications into parallel using GrPPI, a generic parallel pattern interface. This framework uses a novel pipeline stage-balancing technique which provides the code generator module with the necessary information to produce balanced pipelines. The evaluation, using a synthetic video benchmark and a real-world computer vision application, demonstrates that the presented framework is capable of producing parallel and optimized versions of the application. A comparison study under several thread-core oversubscribed conditions reveals that the framework can bring comparable performance results with respect to the Intel TBB programming framework. © 2013 IEEE.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Dolz, M.F. and DelRioAstorga, D. and Fernandez, J. and DanielGarcia, J. and Carretero, J.",2018,IEEE Access,10.1109/ACCESS.2018.2855064,scopus-search1.bib;web-of-science-search1.bib
Bilal201816,Mitigating network side channel leakage for stream processing systems in trusted execution environments,"A crucial concern regarding cloud computing is the confidentiality of sensitive data being processed in the cloud. Trusted Execution Environments (TEEs), such as Intel Software Guard eXtensions (SGX), allow applications to run securely on an untrusted platform. However, using TEEs alone for stream processing is not enough to ensure privacy as network communication patterns may leak information about the data. This paper introduces two techniques - anycast and multicast - for mitigating leakage at inter-stage communications in streaming applications according to a user-selected mitigation level. These techniques aim to achieve network data obliviousness, i.e., communication patterns should not depend on the data. We implement these techniques in an SGX-based stream processing system. We evaluate the latency and throughput overheads, and the data obliviousness using three benchmark applications. The results show that anycast scales better with input load and mitigation level, and provides better data obliviousness than multicast. © 2018 Copyright held by the owner/author(s).",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Bilal, M. and Alsibyani, H. and Canini, M.",2018,DEBS 2018 - Proceedings of the 12th ACM International Conference on Distributed and Event-Based Systems,10.1145/3210284.3210286,scopus-search1.bib;web-of-science-search1.bib;acm1-search1.bib
Mahapatra201841,Designing flink pipelines in IoT mashup tools,"Internet of Things (IoT) applications are generating increasingly large amounts of data because of continuous activity and periodical sensing capabilities. Processing the data generated by IoT applications is necessary to derive important insights-for example, processing data from CO emissions can help municipal authorities apply traffic restrictions in order to improve a city's air quality. State-of-the-art stream-processing platforms, such as Apache Flink, can be used to process large amounts of data streams from different IoT devices. However, it is difficult to both set-up and write applications for these platforms; this is also manifested in the increasing need for data analysts and engineers. A promising solution is to enable domain experts, who are not necessarily programmers, to develop the necessary stream pipelines by providing them with domain-specific graphical tools. We present our proposal for a state-of-the-art mashup tool, originally developed for wiring IoT applications together, to graphically design streaming data pipelines and deploy them as a Flink application. Our prototype and experimental evaluation show that our proposal is feasible and potentially impactful. © held by the author(s). NOBIDS 2018",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Mahapatra, T. and Gerostathopoulos, I. and FernándezMoreno, F.A. and Prehofer, C.",2018,CEUR Workshop Proceedings,,scopus-search1.bib
Saroliya2018753,Performance Evaluation and Statistical Analysis of AUR-Chord Algorithm with Default Working of Structured P2P Overlay Network,"In today’s scenario, where data streaming and file sharing (audio, video, jpeg, etc) are the most performed tasks over the internet, the several characteristic functionalities of peer-to-peer network for resource distribution makes its usage much more than the initially used client–server-based network. Peer-to-peer network requires less time compared to client–server approach for distributing data over the network because at an instance of time any node can behave as client and server in accordance to the requirement, i.e., there exists no predefined behavior/state of a node. The distribution of nodes and their scalable linking increases the churn rate in P2P network which as a result affects various parameters like data availability and data security as the higher churn rate creates an overhead on the data transaction activities. In this paper, statistical analysis and simulation results depict that improved algorithm give a highly efficient response which minimize the incomplete lookup as compared to earlier one. © 2018, Springer Nature Singapore Pte Ltd.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Saroliya, A. and Mishra, U. and Rana, A.",2018,Advances in Intelligent Systems and Computing,10.1007/978-981-10-5687-1_67,scopus-search1.bib
Jambi2017131,Engineering scalable distributed services for real-time big data analytics,"There is high demand for tools that analyze large sets of streaming data in both industrial and academic settings. While existing work has examined a wide range of issues, we focus on query support. In particular, we focus on providing analysts flexibility with respect to the types of queries they can make on large data sets in real time as well as over historical data. We have designed and implemented a lightweight service-based framework-EPIC Real-Time-that manages a set of queries that can be applied to user-initiated data analysis events (such as studying tweets generated during a disaster). Our prototype combines stream processing and batch processing techniques inspired by the Lambda Architecture. We investigate a core set of query types that can answer a wide range of queries asked by analysts who study crisis events. In this paper, we present a prototype implementation of EPIC Real-Time which makes use of event-driven and reactive programming techniques. We also present a performance evaluation on how efficiently the real-time and batch-oriented queries perform, how well these queries meet the needs of our analysts, and provide insight into how EPIC Real-Time performs along a number of dimensions including performance, usability, scalability, and reliability. © 2017 IEEE.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Jambi, S. and Anderson, K.M.",2017,"Proceedings - 3rd IEEE International Conference on Big Data Computing Service and Applications, BigDataService 2017",10.1109/BigDataService.2017.22,scopus-search1.bib;web-of-science-search1.bib;ieee2-search1.bib
Siow2017245,Ewya: An interoperable fog computing infrastructure with RDF stream processing,"Fog computing is an emerging technology for the Internet of Things (IoT) that aims to support processing on resource-constrained distributed nodes in between the sensors and actuators on the ground and compute clusters in the cloud. Fog Computing benefits from low latency, location awareness, mobility, wide-spread deployment and geographical distribution at the edge of the network. However, there is a need to investigate, optimise for and measure the performance, scalability and interoperability of resource-constrained Fog nodes running real-time applications and queries on streaming IoT data before we can realise these benefits. With Eywa, a novel Fog Computing infrastructure, we (1) formally define and implement a means of distribution and control of query workload with an inverse publish-subscribe and push mechanism, (2) show how data can be integrated and made interoperable through organising data as Linked Data in the Resource Description Format (RDF), (3) test if we can improve RDF Stream Processing query performance and scalability over state-of-the-art engines with our approach to query translation and distribution for a published IoT benchmark on resource-constrained nodes and (4) position Fog Computing within the Internet of the Future. © 2017, Springer International Publishing AG.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Siow, E. and Tiropanis, T. and Hall, W.",2017,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-319-70284-1_20,scopus-search1.bib
Chakraborty2016,A priority based resource scheduling technique for multitenant storm clusters,"In this work in progress paper, we present our ongoing effort towards devising a priority based resource scheduling technique and framework for apache storm. Apache Storm is a popular distributed real time stream processing engine which has been widely adopted by key players in the industry including YAHOO and Twitter. An application running in storm is called a topology that is characterized by a Directed Acyclic Graph (DAG). To run multiple of such topologies in a storm cluster, storm provides with default, out of the box scheduler called Isolation Scheduler. Isolation Scheduler assigns resources to topologies based on static resource configuration and does not provide any means to prioritize topologies based on their varying business priority. As a result, performance degradation, even complete starvation of topologies with high business priority is possible when available cluster resources are insufficient. A priority based resource scheduling strategy is proposed in this paper to overcome this problem. A preliminary performance evaluation is performed to demonstrate effectiveness of the proposed scheduler over the default storm Isolation Scheduler. © 2016 The Society for Modeling and Simulation International.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Chakraborty, R. and Majumdar, S.",2016,"Proceedings of the 2016 International Symposium on Performance Evaluation of Computer and Telecommunication Systems, SPECTS 2016 - Part of SummerSim 2016 Multiconference",10.1109/SPECTS.2016.7570513,scopus-search1.bib;ieee1-search1.bib
Coluccio2014,Online stream processing of machine-to-machine communications traffic: A platform comparison,"In a machine-to-machine (M2M) communications system, the deployed devices relay data from on-board sensors to a back-end application over a wireless network. Since the cellular network provides very good coverage (especially in inhabited areas) and is relatively inexpensive, commercial M2M applications often prefer it to other technologies such as WiFi or satellite links. Unfortunately, having been originally designed with human users in mind, the cellular network provides little support to monitor millions of unattended devices. For this reason, it is extremely important to monitor the underlying signalling traffic to detect misbehaving devices or network problems. In the cellular network used by M2M communications systems, the network elements communicate using the Signalling System #7 (SS7), and a real-life system can generate tens of millions of SS7 messages per hour. This paper reports the results of our practical investigation on the possibility to use distributed stream processing systems (DSPSs) to perform real-time analysis of SS7 traffic in a commercial M2M communications system consisting of hundreds of thousands of devices. Through a thorough experimental evaluation based on the analysis of real-world SS7 traces, we present and compare the implementations of a DSPS-based data analysis application on top of either the well-known Storm DSPS or the Quasit middleware. The results show that, by using DSPS services, we are able to largely meet the real-time processing requirements of our use-case scenario. © 2014 IEEE.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,INCLUDED,INCLUDED,EXCLUDED,Just applied some SP tecnologies to a M2M machine. Do not see much relevance,"Coluccio, R. and Ghidini, G. and Reale, A. and Levine, D. and Bellavista, P. and Emmons, S.P. and Smith, J.O.",2014,Proceedings - IEEE Symposium on Computers and Communications,10.1109/ISCC.2014.6912528,scopus-search1.bib;web-of-science-search1.bib;ieee1-search1.bib
